Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD3529,7,1,122,1,4,S-2,2
ORD3530,8,3,56,2,2,S-1,4
ORD3531,3,1,124,6,3,S-2,4
ORD3532,9,2,68,7,2,S-1,4
ORD3533,8,2,192,8,3,S-2,5
ORD3534,8,1,119,5,4,S-2,6
ORD3535,9,3,105,9,3,S-3,2
ORD3536,2,3,187,8,3,S-3,4
ORD3537,8,4,129,3,1,S-1,3
ORD3538,2,3,158,4,3,S-3,5
ORD3539,5,1,84,0,1,S-3,6
ORD3540,9,3,121,8,2,S-2,4
ORD3541,8,3,141,8,1,S-1,2
ORD3542,3,4,52,8,2,S-2,3
ORD3543,8,3,115,2,3,S-2,5
ORD3544,7,4,101,9,2,S-3,2
ORD3545,6,4,142,9,4,S-3,2
ORD3546,3,3,96,9,3,S-1,5
ORD3547,8,2,52,7,1,S-3,2
ORD3548,3,1,192,2,0,S-2,3
ORD3549,9,1,133,5,3,S-3,3
ORD3550,2,3,83,4,4,S-1,2
ORD3551,5,1,99,7,2,S-1,4
ORD3552,5,1,82,2,1,S-2,2
ORD3553,9,4,122,0,1,S-2,4
ORD3554,9,2,52,8,4,S-3,2
ORD3555,3,1,51,9,4,S-1,6
ORD3556,9,2,181,8,3,S-2,3
ORD3557,3,1,65,2,0,S-3,2
ORD3558,9,2,82,1,0,S-3,3
ORD3559,8,2,58,3,2,S-3,5
ORD3560,9,1,106,7,1,S-2,6
ORD3561,4,4,89,5,3,S-2,4
ORD3562,7,2,101,9,1,S-3,5
ORD3563,2,2,65,0,3,S-3,6
ORD3564,7,1,185,7,4,S-2,5
ORD3565,6,2,136,4,2,S-1,3
ORD3566,6,2,109,5,4,S-3,6
ORD3567,5,4,52,4,1,S-1,5
ORD3568,2,2,64,9,2,S-1,4
ORD3569,7,4,151,4,3,S-2,6
ORD3570,5,2,72,2,3,S-2,6
ORD3571,6,2,180,3,2,S-1,5
ORD3572,3,4,66,4,4,S-2,2
ORD3573,2,4,163,1,2,S-1,4
ORD3574,2,3,107,5,4,S-1,4
ORD3575,9,2,159,1,2,S-2,5
ORD3576,9,4,184,3,4,S-2,3
ORD3577,7,2,127,0,0,S-3,3
ORD3578,9,2,192,3,2,S-2,2
ORD3579,9,2,93,6,4,S-3,2
ORD3580,8,1,61,7,1,S-2,5
ORD3581,4,3,57,1,1,S-2,3
ORD3582,7,1,129,2,2,S-2,4
ORD3583,9,3,90,0,2,S-2,3
ORD3584,3,2,95,6,3,S-1,5
ORD3585,8,2,78,3,4,S-2,3
ORD3586,8,4,65,9,2,S-1,6
ORD3587,8,3,182,7,1,S-2,5
ORD3588,3,3,54,4,1,S-2,6
ORD3589,5,1,79,8,1,S-1,5
ORD3590,2,3,166,5,4,S-2,4
ORD3591,5,2,54,9,0,S-3,5
ORD3592,3,4,190,1,2,S-3,5
ORD3593,4,1,98,0,0,S-2,5
ORD3594,2,4,138,0,4,S-3,5
ORD3595,3,3,99,8,2,S-3,2
ORD3596,4,3,63,0,3,S-3,6
ORD3597,7,1,157,2,2,S-3,5
ORD3598,6,3,95,1,2,S-1,5
ORD3599,8,4,131,3,2,S-1,2
ORD3600,9,2,175,0,2,S-1,3
ORD3601,3,1,133,0,2,S-3,2
ORD3602,6,3,83,3,4,S-3,2
ORD3603,5,4,120,3,2,S-1,2
ORD3604,6,2,109,6,4,S-3,5
ORD3605,3,3,123,7,2,S-1,2
ORD3606,6,1,130,7,2,S-1,2
ORD3607,8,3,188,7,4,S-1,2
ORD3608,2,3,147,8,2,S-3,5
ORD3609,3,3,140,0,1,S-1,4
ORD3610,4,2,144,8,2,S-2,4
ORD3611,6,2,181,9,3,S-1,3
ORD3612,2,3,109,7,4,S-1,5
ORD3613,8,3,162,0,2,S-2,2
ORD3614,5,1,130,6,2,S-3,2
ORD3615,5,3,133,8,4,S-1,2
ORD3616,8,4,74,3,0,S-2,4
ORD3617,6,4,82,8,1,S-3,2
ORD3618,5,1,68,0,1,S-2,2
ORD3619,4,2,106,8,2,S-1,4
ORD3620,3,3,64,5,4,S-2,2
ORD3621,2,1,90,3,3,S-3,3
ORD3622,7,2,109,4,2,S-1,6
ORD3623,6,1,158,6,1,S-2,3
ORD3624,5,2,145,9,2,S-3,5
ORD3625,3,3,71,3,4,S-3,3
ORD3626,7,1,190,7,3,S-1,3
ORD3627,4,3,75,2,0,S-1,4
ORD3628,5,1,182,1,3,S-1,5
ORD3629,5,2,174,0,2,S-1,3
ORD3630,2,1,146,5,1,S-2,6
ORD3631,4,4,182,1,4,S-3,3
ORD3632,4,4,120,7,2,S-1,2
ORD3633,6,1,67,9,0,S-1,4
ORD3634,7,4,144,3,4,S-1,2
ORD3635,2,3,183,8,4,S-2,5
ORD3636,6,4,115,3,4,S-3,5
ORD3637,2,4,176,3,2,S-3,4
ORD3638,4,3,91,7,0,S-1,3
ORD3639,2,3,166,7,2,S-3,5
ORD3640,2,2,60,4,4,S-2,6
ORD3641,2,3,75,2,4,S-3,4
ORD3642,9,1,198,1,1,S-1,2
ORD3643,3,4,105,8,3,S-3,6
ORD3644,3,2,167,8,2,S-2,4
ORD3645,7,3,197,4,0,S-2,6
ORD3646,7,4,106,7,4,S-3,4
ORD3647,8,1,54,6,2,S-3,2
ORD3648,4,1,63,2,3,S-1,3
ORD3649,2,2,73,4,2,S-1,4
ORD3650,4,1,117,8,3,S-1,5
ORD3651,3,4,97,3,2,S-3,2
ORD3652,9,3,109,2,1,S-2,2
ORD3653,2,1,52,6,2,S-2,6
ORD3654,6,3,168,7,1,S-3,5
ORD3655,3,4,186,4,3,S-2,6
ORD3656,3,4,149,7,4,S-2,2
ORD3657,3,3,132,4,4,S-3,4
ORD3658,8,4,73,8,2,S-2,5
ORD3659,2,2,181,6,0,S-3,2
ORD3660,7,1,186,4,2,S-1,5
ORD3661,5,2,50,8,1,S-2,4
ORD3662,6,2,165,4,1,S-3,3
ORD3663,6,2,189,7,3,S-2,6
ORD3664,4,3,195,3,2,S-2,6
ORD3665,2,3,59,8,3,S-1,2
ORD3666,7,4,195,5,0,S-3,2
ORD3667,3,3,178,5,4,S-1,4
ORD3668,5,4,128,2,4,S-2,2
ORD3669,2,3,148,2,2,S-2,2
ORD3670,2,4,193,3,3,S-2,2
ORD3671,8,1,192,0,3,S-3,5
ORD3672,7,4,182,5,0,S-1,5
ORD3673,5,1,94,0,3,S-3,3
ORD3674,3,4,167,3,1,S-2,5
ORD3675,2,3,101,6,1,S-1,6
ORD3676,6,3,161,5,1,S-2,3
ORD3677,9,1,184,7,2,S-1,2
ORD3678,6,2,161,3,1,S-3,6
ORD3679,5,2,62,8,1,S-3,3
ORD3680,9,4,66,9,4,S-3,3
ORD3681,3,3,93,7,2,S-3,6
ORD3682,5,2,190,4,1,S-3,3
ORD3683,2,3,122,5,0,S-1,6
ORD3684,8,3,54,4,1,S-1,3
ORD3685,8,3,82,5,2,S-2,3
ORD3686,6,4,181,0,3,S-1,3
ORD3687,8,1,117,3,4,S-2,6
ORD3688,4,4,65,8,4,S-3,3
ORD3689,5,2,199,3,2,S-1,5
ORD3690,8,1,85,1,1,S-1,5
ORD3691,4,2,151,5,0,S-3,5
ORD3692,4,1,74,1,1,S-3,5
ORD3693,7,1,121,2,1,S-3,5
ORD3694,6,4,130,6,0,S-2,2
ORD3695,5,3,110,3,4,S-2,3
ORD3696,4,3,67,0,1,S-1,4
ORD3697,2,1,107,8,3,S-3,2
ORD3698,8,4,125,5,3,S-1,6
ORD3699,7,2,170,8,2,S-3,2
ORD3700,3,2,106,2,2,S-3,4
ORD3701,8,3,146,4,0,S-3,2
ORD3702,8,3,112,8,0,S-3,3
ORD3703,8,2,61,5,2,S-3,5
ORD3704,7,2,60,1,1,S-2,3
ORD3705,3,4,190,0,4,S-1,2
ORD3706,6,2,76,8,3,S-3,4
ORD3707,5,4,153,0,0,S-2,6
ORD3708,5,3,116,4,2,S-2,3
ORD3709,3,2,138,0,3,S-3,4
ORD3710,9,3,94,4,0,S-3,6
ORD3711,8,1,130,4,0,S-2,5
ORD3712,2,1,116,6,1,S-3,3
ORD3713,3,1,199,6,0,S-2,3
ORD3714,3,2,151,9,4,S-3,5
ORD3715,5,3,140,0,0,S-2,5
ORD3716,4,2,91,8,4,S-3,2
ORD3717,2,3,69,0,1,S-2,6
ORD3718,5,4,97,4,4,S-1,4
ORD3719,7,2,67,6,3,S-3,5
ORD3720,3,1,177,7,0,S-3,2
ORD3721,9,4,126,1,2,S-2,6
ORD3722,4,3,55,0,2,S-3,6
ORD3723,2,2,88,3,4,S-1,3
ORD3724,6,3,60,3,1,S-1,2
ORD3725,2,3,161,9,4,S-2,2
ORD3726,2,2,157,5,4,S-2,3
ORD3727,8,2,143,0,4,S-3,4
ORD3728,3,3,104,0,3,S-2,5
ORD3729,3,3,133,2,3,S-1,3
ORD3730,6,4,107,4,4,S-1,5
ORD3731,6,1,86,5,1,S-3,2
ORD3732,6,3,65,4,0,S-1,3
ORD3733,5,1,119,4,2,S-2,4
ORD3734,5,4,142,8,3,S-3,5
ORD3735,3,1,193,1,0,S-3,5
ORD3736,3,1,67,0,3,S-3,5
ORD3737,6,4,196,5,3,S-2,2
ORD3738,5,3,179,8,3,S-3,5
ORD3739,4,1,187,6,4,S-3,6
ORD3740,5,3,95,7,4,S-1,5
ORD3741,3,3,68,4,3,S-1,2
ORD3742,5,2,87,9,3,S-3,3
ORD3743,3,3,86,3,2,S-2,5
ORD3744,6,3,161,5,0,S-2,5
ORD3745,8,1,94,2,0,S-2,3
ORD3746,6,3,166,0,1,S-2,6
ORD3747,6,3,179,3,1,S-1,2
ORD3748,4,2,93,8,1,S-2,3
ORD3749,8,2,146,3,4,S-2,2
ORD3750,4,1,132,0,4,S-3,3
ORD3751,3,1,173,3,2,S-2,4
ORD3752,2,2,173,6,4,S-2,6
ORD3753,7,2,76,2,1,S-2,4
ORD3754,4,4,97,9,3,S-2,3
ORD3755,3,3,143,5,1,S-1,3
ORD3756,8,1,56,0,2,S-3,2
ORD3757,5,1,134,3,3,S-1,3
ORD3758,8,3,161,2,4,S-3,2
ORD3759,6,3,138,0,3,S-3,2
ORD3760,6,1,177,2,2,S-3,3
ORD3761,6,2,67,3,4,S-3,2
ORD3762,3,2,82,4,0,S-1,6
ORD3763,6,3,145,5,1,S-3,4
ORD3764,4,1,171,1,1,S-2,3
ORD3765,5,3,74,1,2,S-2,2
ORD3766,6,2,191,5,2,S-3,2
ORD3767,3,4,53,4,1,S-2,2
ORD3768,5,4,157,0,3,S-2,2
ORD3769,6,2,131,2,0,S-3,6
ORD3770,2,3,59,4,0,S-3,3
ORD3771,9,4,84,1,2,S-3,3
ORD3772,6,2,148,0,2,S-1,6
ORD3773,7,1,153,8,3,S-3,6
ORD3774,8,3,72,4,2,S-3,6
ORD3775,4,3,114,1,0,S-1,3
ORD3776,5,4,131,9,1,S-2,5
ORD3777,4,3,66,3,0,S-1,4
ORD3778,2,4,197,2,3,S-2,6
ORD3779,2,4,177,6,1,S-1,6
ORD3780,7,2,80,0,1,S-3,3
ORD3781,4,4,114,9,0,S-1,3
ORD3782,5,1,129,3,1,S-3,4
ORD3783,2,3,141,6,1,S-2,2
ORD3784,9,4,198,9,2,S-3,3
ORD3785,2,3,79,4,1,S-1,4
ORD3786,6,4,172,3,3,S-1,3
ORD3787,7,2,180,3,1,S-2,3
ORD3788,8,1,119,1,2,S-3,3
ORD3789,3,3,78,7,4,S-2,5
ORD3790,8,2,52,3,4,S-3,5
ORD3791,9,3,124,1,3,S-3,6
ORD3792,8,2,94,8,3,S-2,5
ORD3793,9,1,118,9,1,S-2,4
ORD3794,2,4,160,6,1,S-3,3
ORD3795,5,2,133,2,4,S-2,5
ORD3796,5,3,101,6,4,S-3,3
ORD3797,6,3,165,0,0,S-2,2
ORD3798,9,2,152,0,4,S-2,6
ORD3799,5,1,190,3,4,S-2,5
ORD3800,6,1,129,3,3,S-1,3
ORD3801,2,4,78,3,0,S-2,2
ORD3802,2,4,151,8,0,S-1,6
ORD3803,8,3,108,5,1,S-3,6
ORD3804,2,3,61,2,1,S-3,2
ORD3805,2,4,59,5,0,S-2,5
ORD3806,9,4,183,1,0,S-1,5
ORD3807,3,4,184,1,1,S-3,3
ORD3808,7,2,80,6,3,S-1,4
ORD3809,8,4,140,2,3,S-1,3
ORD3810,8,2,52,6,3,S-3,3
ORD3811,7,2,153,2,3,S-1,3
ORD3812,3,4,175,1,1,S-1,2
ORD3813,2,1,50,3,2,S-3,6
ORD3814,5,1,184,3,4,S-2,6
ORD3815,6,3,64,2,4,S-2,4
ORD3816,8,4,138,8,4,S-1,5
ORD3817,7,3,171,5,4,S-2,3
ORD3818,4,4,165,4,1,S-3,2
ORD3819,6,3,85,5,2,S-3,2
ORD3820,4,2,116,7,1,S-3,3
ORD3821,4,4,182,4,2,S-1,2
ORD3822,9,1,74,3,1,S-3,2
ORD3823,8,4,60,6,0,S-1,3
ORD3824,2,3,115,4,2,S-1,4
ORD3825,9,3,109,3,4,S-3,2
ORD3826,4,3,187,4,2,S-3,6
ORD3827,2,3,99,3,3,S-1,6
ORD3828,3,3,112,7,2,S-3,6
ORD3829,5,3,141,7,3,S-2,3
ORD3830,4,1,87,0,3,S-1,6
ORD3831,8,3,169,2,0,S-1,5
ORD3832,5,1,82,3,2,S-3,2
ORD3833,2,4,124,1,0,S-3,4
ORD3834,4,2,94,4,4,S-1,6
ORD3835,6,1,178,7,2,S-1,3
ORD3836,9,4,102,1,1,S-1,4
ORD3837,8,2,116,8,1,S-3,3
ORD3838,3,1,192,6,1,S-1,4
ORD3839,7,1,154,5,3,S-2,4
ORD3840,3,4,63,7,1,S-2,2
ORD3841,9,3,173,1,4,S-3,4
ORD3842,4,1,169,4,2,S-1,5
ORD3843,9,1,185,3,2,S-1,5
ORD3844,8,4,85,7,3,S-2,5
ORD3845,3,3,177,0,3,S-1,3
ORD3846,7,2,183,2,3,S-3,2
ORD3847,6,3,146,9,4,S-3,3
ORD3848,5,3,130,7,2,S-3,6
ORD3849,9,4,122,4,0,S-1,5
ORD3850,6,3,120,3,3,S-1,2
ORD3851,3,4,95,5,1,S-2,5
ORD3852,7,2,194,4,0,S-2,2
ORD3853,5,1,109,2,0,S-3,3
ORD3854,8,1,109,4,3,S-1,3
ORD3855,7,4,54,3,1,S-1,5
ORD3856,6,4,184,0,3,S-3,4
ORD3857,2,3,194,0,3,S-3,2
ORD3858,2,3,108,6,1,S-2,6
ORD3859,5,1,58,3,0,S-2,4
ORD3860,9,1,199,0,0,S-3,3
ORD3861,5,1,94,5,1,S-1,2
ORD3862,5,4,129,0,0,S-2,4
ORD3863,2,2,62,7,4,S-3,6
ORD3864,6,2,132,8,3,S-1,4
ORD3865,9,4,61,2,4,S-3,6
ORD3866,5,3,59,6,4,S-1,3
ORD3867,2,2,65,4,4,S-2,2
ORD3868,5,3,141,2,2,S-1,3
ORD3869,5,1,68,4,2,S-1,2
ORD3870,9,1,153,9,4,S-3,4
ORD3871,9,3,183,6,3,S-1,3
ORD3872,7,1,181,6,4,S-2,2
ORD3873,5,4,152,8,4,S-3,6
ORD3874,2,3,144,7,2,S-3,2
ORD3875,6,3,76,3,4,S-3,3
ORD3876,2,3,86,4,3,S-3,3
ORD3877,2,2,186,4,3,S-3,4
ORD3878,5,3,110,9,4,S-3,6
ORD3879,7,3,84,1,3,S-3,2
ORD3880,4,3,155,6,4,S-2,3
ORD3881,8,2,96,6,2,S-2,2
ORD3882,4,1,198,8,4,S-3,5
ORD3883,4,2,194,8,0,S-1,6
ORD3884,2,4,104,3,2,S-3,6
ORD3885,5,3,137,4,3,S-3,5
ORD3886,9,4,144,6,3,S-3,6
ORD3887,8,2,55,9,2,S-1,5
ORD3888,4,1,170,6,0,S-2,2
ORD3889,3,1,99,9,2,S-1,5
ORD3890,3,3,62,7,1,S-1,4
ORD3891,3,1,74,7,0,S-1,5
ORD3892,6,2,172,1,2,S-1,2
ORD3893,5,2,178,8,1,S-3,6
ORD3894,2,1,98,3,4,S-2,4
ORD3895,2,3,171,0,0,S-1,5
ORD3896,5,3,84,0,4,S-2,2
ORD3897,7,2,132,4,1,S-3,4
ORD3898,9,1,102,6,3,S-3,4
ORD3899,8,2,125,4,3,S-2,4
ORD3900,7,2,153,2,3,S-3,5
ORD3901,9,4,96,6,4,S-2,2
ORD3902,6,2,92,0,0,S-1,2
ORD3903,5,3,197,0,4,S-3,2
ORD3904,7,1,142,1,4,S-3,3
ORD3905,8,1,193,0,3,S-2,6
ORD3906,6,4,127,8,4,S-3,2
ORD3907,4,4,56,3,1,S-1,3
ORD3908,4,3,119,6,2,S-3,3
ORD3909,6,4,198,4,2,S-3,4
ORD3910,9,2,85,6,2,S-3,6
ORD3911,5,2,153,6,3,S-2,4
ORD3912,4,3,103,0,3,S-1,6
ORD3913,5,1,196,0,2,S-1,4
ORD3914,7,3,74,2,0,S-3,5
ORD3915,4,4,116,9,2,S-3,6
ORD3916,8,1,158,1,4,S-2,3
ORD3917,8,1,97,6,2,S-1,3
ORD3918,7,1,140,2,2,S-3,6
ORD3919,8,4,51,6,0,S-1,4
ORD3920,5,2,183,8,3,S-3,5
ORD3921,9,2,176,0,3,S-3,5
ORD3922,5,4,95,2,4,S-2,2
ORD3923,9,4,155,5,2,S-1,6
ORD3924,8,3,89,8,1,S-1,5
ORD3925,3,3,107,4,4,S-3,4
ORD3926,6,2,127,2,3,S-3,4
ORD3927,9,4,82,7,0,S-2,3
ORD3928,2,3,111,4,3,S-3,5
ORD3929,6,4,61,5,3,S-1,5
ORD3930,8,4,175,1,0,S-2,4
ORD3931,5,2,98,3,2,S-1,3
ORD3932,9,2,137,0,2,S-2,5
ORD3933,5,4,127,3,3,S-1,4
ORD3934,6,1,54,0,4,S-3,3
ORD3935,9,1,118,3,1,S-1,3
ORD3936,5,4,160,1,4,S-1,4
ORD3937,7,2,109,5,4,S-2,3
ORD3938,4,1,95,5,3,S-1,3
ORD3939,5,2,62,7,3,S-3,2
ORD3940,9,1,157,8,1,S-2,3
ORD3941,8,4,161,7,1,S-2,5
ORD3942,8,3,149,0,1,S-1,3
ORD3943,6,3,195,2,3,S-2,5
ORD3944,6,2,162,5,3,S-3,4
ORD3945,6,2,146,0,4,S-1,3
ORD3946,8,1,100,7,3,S-3,4
ORD3947,3,4,167,5,2,S-1,6
ORD3948,9,1,85,0,2,S-1,3
ORD3949,8,4,130,9,1,S-2,4
ORD3950,7,4,152,1,3,S-2,6
ORD3951,8,2,83,5,2,S-2,5
ORD3952,7,3,189,9,4,S-1,5
ORD3953,8,3,182,7,0,S-2,5
ORD3954,8,2,97,4,4,S-3,5
ORD3955,3,3,153,0,0,S-2,5
ORD3956,7,2,140,9,4,S-3,2
ORD3957,3,1,173,1,2,S-2,4
ORD3958,7,4,89,3,3,S-1,6
ORD3959,3,3,190,3,0,S-2,6
ORD3960,3,3,75,6,3,S-3,3
ORD3961,7,1,191,1,3,S-3,4
ORD3962,3,1,145,6,2,S-2,2
ORD3963,8,3,188,6,1,S-3,2
ORD3964,7,3,129,6,1,S-1,4
ORD3965,3,2,106,2,0,S-2,5
ORD3966,8,2,199,5,2,S-3,5
ORD3967,8,3,160,5,3,S-2,4
ORD3968,6,2,193,3,4,S-2,6
ORD3969,2,1,125,0,4,S-2,5
ORD3970,7,4,78,8,0,S-2,3
ORD3971,3,2,179,1,0,S-2,2
ORD3972,6,4,51,8,0,S-1,5
ORD3973,2,2,52,7,2,S-2,6
ORD3974,9,3,121,0,4,S-1,5
ORD3975,9,2,60,6,2,S-2,5
ORD3976,3,4,53,9,2,S-3,2
ORD3977,9,4,186,2,3,S-2,3
ORD3978,2,3,137,9,2,S-2,3
ORD3979,7,4,162,9,2,S-3,6
ORD3980,8,3,65,8,3,S-1,4
ORD3981,8,3,135,4,1,S-1,4
ORD3982,2,4,59,2,3,S-1,4
ORD3983,9,1,73,7,0,S-1,6
ORD3984,8,4,113,2,1,S-3,5
ORD3985,9,4,105,6,4,S-1,3
ORD3986,4,2,138,6,2,S-1,3
ORD3987,5,4,71,6,1,S-1,5
ORD3988,8,2,99,0,4,S-1,3
ORD3989,4,2,96,4,3,S-1,3
ORD3990,7,4,72,0,3,S-2,4
ORD3991,7,3,132,6,0,S-2,4
ORD3992,2,1,68,7,0,S-1,2
ORD3993,8,4,78,6,1,S-3,2
ORD3994,9,4,110,0,2,S-3,3
ORD3995,8,3,134,2,3,S-2,4
ORD3996,9,2,84,9,1,S-3,2
ORD3997,9,3,54,2,1,S-2,2
ORD3998,8,3,125,6,1,S-1,4
ORD3999,9,2,56,3,0,S-1,2
ORD4000,6,4,179,2,3,S-3,5
ORD4001,3,3,187,5,0,S-3,5
ORD4002,5,3,151,9,0,S-3,4
ORD4003,8,4,93,5,1,S-1,4
ORD4004,3,4,119,9,4,S-1,2
ORD4005,6,1,140,4,4,S-3,3
ORD4006,9,3,111,5,4,S-3,6
ORD4007,9,1,69,2,1,S-3,5
ORD4008,7,2,121,9,2,S-3,5
ORD4009,5,4,169,4,3,S-2,4
ORD4010,4,4,144,8,1,S-3,3
ORD4011,7,1,176,3,1,S-3,4
ORD4012,7,3,162,1,0,S-2,2
ORD4013,9,2,156,4,4,S-2,3
ORD4014,2,3,129,2,1,S-2,2
ORD4015,6,3,77,2,2,S-2,5
ORD4016,2,1,188,3,3,S-3,4
ORD4017,2,3,79,3,2,S-1,4
ORD4018,3,1,58,4,1,S-1,6
ORD4019,7,4,108,6,1,S-1,3
ORD4020,9,4,128,3,0,S-1,5
ORD4021,6,4,152,6,2,S-1,6
ORD4022,2,2,163,8,0,S-1,6
ORD4023,9,2,96,2,2,S-2,4
ORD4024,9,3,147,4,4,S-2,3
ORD4025,9,1,199,3,4,S-1,4
ORD4026,4,3,91,8,2,S-3,3
ORD4027,5,4,96,4,0,S-3,6
ORD4028,9,3,123,9,4,S-1,2
ORD4029,8,3,100,1,1,S-3,5
ORD4030,6,3,143,9,3,S-2,6
ORD4031,3,4,169,0,0,S-2,4
ORD4032,6,1,124,6,2,S-3,5
ORD4033,7,3,198,0,3,S-1,6
ORD4034,3,4,172,7,3,S-2,3
ORD4035,5,2,190,8,1,S-3,4
ORD4036,9,1,171,6,0,S-3,6
ORD4037,4,4,70,8,3,S-2,3
ORD4038,2,3,50,9,0,S-2,3
ORD4039,6,4,118,5,1,S-1,3
ORD4040,3,1,135,6,2,S-3,5
ORD4041,9,3,120,2,3,S-1,4
ORD4042,5,2,62,8,3,S-2,3
ORD4043,2,2,72,2,3,S-3,6
ORD4044,8,2,198,5,0,S-2,3
ORD4045,5,4,55,3,3,S-2,4
ORD4046,4,1,197,8,0,S-2,5
ORD4047,2,2,125,0,4,S-1,3
ORD4048,2,3,58,8,4,S-2,6
ORD4049,8,3,77,3,0,S-1,4
ORD4050,9,3,188,9,4,S-2,3
ORD4051,2,4,165,4,1,S-2,5
ORD4052,3,1,145,0,1,S-3,2
ORD4053,2,1,124,0,4,S-2,6
ORD4054,5,2,137,5,2,S-3,3
ORD4055,3,1,105,9,0,S-3,3
ORD4056,2,3,154,0,4,S-1,2
ORD4057,5,3,84,1,0,S-3,4
ORD4058,5,4,74,2,4,S-3,2
ORD4059,6,3,162,6,1,S-2,4
ORD4060,5,1,148,1,2,S-2,3
ORD4061,8,3,196,4,0,S-1,2
ORD4062,7,2,80,8,2,S-3,3
ORD4063,4,4,130,9,1,S-3,2
ORD4064,2,4,99,7,3,S-1,3
ORD4065,8,1,136,7,3,S-2,3
ORD4066,2,3,96,1,0,S-3,3
ORD4067,2,3,50,0,1,S-1,5
ORD4068,5,1,174,8,0,S-2,2
ORD4069,5,1,187,9,0,S-1,5
ORD4070,2,2,185,3,0,S-1,3
ORD4071,7,1,155,8,2,S-3,6
ORD4072,3,3,174,6,4,S-2,4
ORD4073,3,2,68,5,1,S-3,2
ORD4074,4,4,121,9,2,S-3,2
ORD4075,6,3,178,8,4,S-2,4
ORD4076,9,4,73,9,0,S-2,5
ORD4077,8,4,133,3,3,S-2,4
ORD4078,4,4,169,0,2,S-3,6
ORD4079,9,3,118,4,1,S-2,3
ORD4080,2,4,194,5,1,S-2,4
ORD4081,8,3,155,5,4,S-2,4
ORD4082,2,4,118,0,2,S-1,3
ORD4083,2,1,60,6,0,S-2,2
ORD4084,6,1,196,7,4,S-3,6
ORD4085,5,3,152,4,1,S-1,4
ORD4086,6,4,194,1,2,S-3,4
ORD4087,4,4,62,1,3,S-1,2
ORD4088,5,4,50,4,0,S-2,6
ORD4089,5,1,51,6,1,S-1,3
ORD4090,4,4,158,6,2,S-3,3
ORD4091,5,4,193,3,3,S-1,5
ORD4092,8,3,53,2,1,S-2,6
ORD4093,3,4,106,8,3,S-2,6
ORD4094,4,1,162,6,1,S-3,4
ORD4095,9,4,72,1,4,S-1,5
ORD4096,4,1,173,0,4,S-3,3
ORD4097,3,1,166,1,4,S-3,6
ORD4098,6,2,179,2,2,S-3,6
ORD4099,6,1,136,4,4,S-2,2
ORD4100,6,2,174,2,2,S-1,3
ORD4101,5,2,160,9,0,S-2,2
ORD4102,3,4,56,8,4,S-2,5
ORD4103,8,2,93,9,2,S-2,6
ORD4104,4,3,162,3,1,S-1,5
ORD4105,4,1,53,6,2,S-2,2
ORD4106,4,3,167,3,2,S-2,3
ORD4107,5,2,72,2,1,S-2,6
ORD4108,5,4,139,9,2,S-1,3
ORD4109,7,1,141,0,1,S-1,5
ORD4110,8,3,100,8,3,S-3,4
ORD4111,6,4,164,0,4,S-2,3
ORD4112,9,2,130,0,0,S-2,3
ORD4113,7,4,152,0,2,S-1,3
ORD4114,7,3,129,4,1,S-1,6
ORD4115,5,4,152,6,4,S-2,5
ORD4116,6,3,58,6,2,S-3,5
ORD4117,6,4,82,9,4,S-3,6
ORD4118,4,1,84,0,3,S-2,3
ORD4119,5,4,99,5,2,S-3,3
ORD4120,6,1,73,8,1,S-3,4
ORD4121,9,3,196,5,3,S-2,3
ORD4122,7,1,88,3,2,S-3,2
ORD4123,3,4,74,9,4,S-1,3
ORD4124,3,1,81,8,3,S-2,4
ORD4125,5,3,188,2,1,S-1,2
ORD4126,4,4,157,9,2,S-2,4
ORD4127,4,1,82,3,4,S-1,4
ORD4128,6,1,196,3,4,S-3,5
ORD4129,9,2,156,3,3,S-1,6
ORD4130,8,1,160,5,2,S-1,4
ORD4131,5,2,170,6,4,S-1,3
ORD4132,8,3,65,8,3,S-1,5
ORD4133,3,2,60,2,0,S-1,2
ORD4134,7,3,147,7,4,S-2,6
ORD4135,6,1,165,7,3,S-1,5
ORD4136,7,1,74,0,0,S-1,4
ORD4137,8,2,142,4,3,S-2,5
ORD4138,6,3,160,9,4,S-2,3
ORD4139,2,1,145,4,0,S-3,3
ORD4140,7,2,61,7,3,S-1,3
ORD4141,5,2,70,7,2,S-1,6
ORD4142,7,2,176,1,0,S-3,5
ORD4143,7,1,78,2,3,S-1,5
ORD4144,6,3,170,1,2,S-3,4
ORD4145,3,1,173,0,0,S-2,2
ORD4146,8,4,82,1,3,S-1,3
ORD4147,2,4,185,9,4,S-1,2
ORD4148,7,1,126,5,0,S-2,2
ORD4149,9,3,90,0,0,S-1,3
ORD4150,8,2,123,5,2,S-2,3
ORD4151,9,4,112,0,3,S-2,4
ORD4152,8,4,63,1,4,S-3,6
ORD4153,9,1,124,7,2,S-2,3
ORD4154,3,4,116,5,0,S-3,2
ORD4155,4,4,142,8,2,S-2,4
ORD4156,2,2,102,0,2,S-3,5
ORD4157,2,2,143,4,2,S-3,4
ORD4158,9,3,162,6,0,S-3,3
ORD4159,9,4,184,8,1,S-3,3
ORD4160,9,3,60,8,2,S-1,6
ORD4161,8,3,74,3,1,S-2,4
