Order Number,Order Date,Order Status,Freight Cost
ORD3688,5/12/2023,On Time,95.69
ORD3689,5/13/2023,On Time,144.22
ORD3690,5/14/2023,Late,138.79
ORD3691,5/15/2023,On Time,60.23
ORD3692,5/16/2023,On Time,124.41
ORD3693,5/17/2023,On Time,130.58
ORD3694,5/18/2023,On Time,77.14
ORD3695,5/19/2023,On Time,97.16
ORD3696,5/20/2023,On Time,121.1
ORD3697,5/21/2023,On Time,93.9
ORD3698,5/22/2023,On Time,61.28
ORD3699,5/23/2023,On Time,120.59
ORD3700,5/24/2023,On Time,141.16
ORD3701,5/25/2023,On Time,115.25
ORD3702,5/26/2023,On Time,127.38
ORD3703,5/27/2023,On Time,85.84
ORD3704,5/28/2023,On Time,68.32
ORD3705,5/29/2023,On Time,114.28
ORD3706,5/30/2023,Late,82.78
ORD3707,5/31/2023,On Time,136.01
ORD3708,6/1/2023,On Time,62.26
ORD3709,6/2/2023,On Time,93.35
ORD3710,6/3/2023,On Time,89.67
ORD3711,6/4/2023,On Time,143.81
ORD3712,6/5/2023,On Time,65.31
ORD3713,6/6/2023,On Time,50.98
ORD3714,6/7/2023,On Time,73.81
ORD3715,6/8/2023,On Time,132.03
ORD3716,6/9/2023,On Time,70.93
ORD3717,6/10/2023,On Time,74.09
ORD3718,6/11/2023,On Time,62.99
ORD3719,6/12/2023,On Time,121.54
ORD3720,6/13/2023,On Time,56.92
ORD3721,6/14/2023,On Time,83.12
ORD3722,6/15/2023,On Time,78.25
ORD3723,6/16/2023,On Time,105.52
ORD3724,6/17/2023,On Time,123.04
ORD3725,6/18/2023,On Time,103.29
ORD3726,6/19/2023,On Time,143.1
ORD3727,6/20/2023,On Time,145.14
ORD3728,6/21/2023,Late,86.15
ORD3729,6/22/2023,On Time,127.77
ORD3730,6/23/2023,On Time,123.88
ORD3731,6/24/2023,On Time,139.3
ORD3732,6/25/2023,On Time,94.79
ORD3733,6/26/2023,On Time,103.05
ORD3734,6/27/2023,On Time,91.58
ORD3735,6/28/2023,On Time,135.04
ORD3736,6/29/2023,Late,72.97
ORD3737,6/30/2023,On Time,73.97
ORD3738,7/1/2023,Late,87.26
ORD3739,7/2/2023,On Time,73.03
ORD3740,7/3/2023,On Time,106.1
ORD3741,7/4/2023,On Time,63.45
ORD3742,7/5/2023,On Time,82.02
ORD3743,7/6/2023,On Time,141.34
ORD3744,7/7/2023,On Time,90.92
ORD3745,7/8/2023,On Time,124.82
ORD3746,7/9/2023,On Time,61.35
ORD3747,7/10/2023,On Time,74.76
ORD3748,7/11/2023,Late,130.73
ORD3749,7/12/2023,On Time,126.3
ORD3750,7/13/2023,Late,88.62
ORD3751,7/14/2023,Late,145.44
ORD3752,7/15/2023,Late,141.06
ORD3753,7/16/2023,On Time,146.23
ORD3754,7/17/2023,On Time,92.79
ORD3755,7/18/2023,Late,69.75
ORD3756,7/19/2023,On Time,112.67
ORD3757,7/20/2023,On Time,118.48
ORD3758,7/21/2023,On Time,62.54
ORD3759,7/22/2023,On Time,128.65
ORD3760,7/23/2023,On Time,51.81
ORD3761,7/24/2023,On Time,98.27
ORD3762,7/25/2023,Late,83.1
ORD3763,7/26/2023,On Time,124.03
ORD3764,7/27/2023,Late,81.28
ORD3765,7/28/2023,On Time,132.68
ORD3766,7/29/2023,On Time,109.5
ORD3767,7/30/2023,On Time,129.39
ORD3768,7/31/2023,On Time,148.93
ORD3769,8/1/2023,Late,117.92
ORD3770,8/2/2023,On Time,148.5
ORD3771,8/3/2023,On Time,52.88
ORD3772,8/4/2023,On Time,83.81
ORD3773,8/5/2023,On Time,60.79
ORD3774,8/6/2023,On Time,76.23
ORD3775,8/7/2023,On Time,133.89
ORD3776,8/8/2023,On Time,53.23
ORD3777,8/9/2023,Late,102.02
ORD3778,8/10/2023,On Time,106.71
ORD3779,8/11/2023,On Time,106.12
ORD3780,8/12/2023,On Time,97.53
ORD3781,8/13/2023,On Time,129.06
ORD3782,8/14/2023,On Time,63.35
ORD3783,8/15/2023,On Time,81.06
ORD3784,8/16/2023,On Time,111.57
ORD3785,8/17/2023,Late,119.1
ORD3786,8/18/2023,On Time,90.41
ORD3787,8/19/2023,On Time,137.54
ORD3788,8/20/2023,On Time,91.55
ORD3789,8/21/2023,On Time,90.28
ORD3790,8/22/2023,On Time,53.62
ORD3791,8/23/2023,On Time,105.11
ORD3792,8/24/2023,Late,120.87
ORD3793,8/25/2023,Late,61.44
ORD3794,8/26/2023,Late,80.54
ORD3795,8/27/2023,On Time,128.13
ORD3796,8/28/2023,On Time,86.59
ORD3797,8/29/2023,On Time,74.16
ORD3798,8/30/2023,Late,117.22
ORD3799,8/31/2023,On Time,69.68
ORD3800,9/1/2023,Late,139.57
ORD3801,9/2/2023,On Time,60.56
ORD3802,9/3/2023,On Time,120.65
ORD3803,9/4/2023,On Time,99.95
ORD3804,9/5/2023,On Time,136.99
ORD3805,9/6/2023,On Time,62.62
ORD3806,9/7/2023,On Time,117.79
ORD3807,9/8/2023,On Time,107.21
ORD3808,9/9/2023,On Time,98.01
ORD3809,9/10/2023,On Time,99.14
ORD3810,9/11/2023,On Time,122.2
ORD3811,9/12/2023,On Time,143.77
ORD3812,9/13/2023,On Time,59.13
ORD3813,9/14/2023,On Time,51.95
ORD3814,9/15/2023,On Time,130.57
ORD3815,9/16/2023,On Time,60.82
ORD3816,9/17/2023,On Time,148.67
ORD3817,9/18/2023,On Time,111.93
ORD3818,9/19/2023,On Time,115.09
ORD3819,9/20/2023,Late,69.89
ORD3820,9/21/2023,On Time,74.03
ORD3821,9/22/2023,On Time,115.94
ORD3822,9/23/2023,On Time,140.97
ORD3823,9/24/2023,Late,148.24
ORD3824,9/25/2023,On Time,69.8
ORD3825,9/26/2023,On Time,63.41
ORD3826,9/27/2023,Late,55.64
ORD3827,9/28/2023,On Time,136.83
ORD3828,9/29/2023,Late,79.47
ORD3829,9/30/2023,On Time,50.18
ORD3830,10/1/2023,Late,72.38
ORD3831,10/2/2023,On Time,84.04
ORD3832,10/3/2023,On Time,149.1
ORD3833,10/4/2023,On Time,102.35
ORD3834,10/5/2023,On Time,70.47
ORD3835,10/6/2023,On Time,83.48
ORD3836,10/7/2023,Late,83.03
ORD3837,10/8/2023,Late,51.97
ORD3838,10/9/2023,On Time,63.52
ORD3839,10/10/2023,Late,119.52
ORD3840,10/11/2023,On Time,62.03
ORD3841,10/12/2023,On Time,73.07
ORD3842,10/13/2023,On Time,85.07
ORD3843,10/14/2023,On Time,125.77
ORD3844,10/15/2023,On Time,108.24
ORD3845,10/16/2023,On Time,118.9
ORD3846,10/17/2023,Late,106.7
ORD3847,10/18/2023,On Time,118.36
ORD3848,10/19/2023,Late,50.28
ORD3849,10/20/2023,On Time,143.09
ORD3850,10/21/2023,On Time,61.09
ORD3851,10/22/2023,On Time,90.62
ORD3852,10/23/2023,Late,127.1
ORD3853,10/24/2023,On Time,93.52
ORD3854,10/25/2023,On Time,144.68
ORD3855,10/26/2023,On Time,96.76
ORD3856,10/27/2023,On Time,137.49
ORD3857,10/28/2023,On Time,131.08
ORD3858,10/29/2023,On Time,148.1
ORD3859,10/30/2023,On Time,142.65
ORD3860,10/31/2023,On Time,139.81
ORD3861,11/1/2023,On Time,123.16
ORD3862,11/2/2023,On Time,86.7
ORD3863,11/3/2023,On Time,60.61
ORD3864,11/4/2023,On Time,118.86
ORD3865,11/5/2023,Late,147.87
ORD3866,11/6/2023,On Time,122.66
ORD3867,11/7/2023,On Time,142.87
ORD3868,11/8/2023,On Time,130.43
ORD3869,11/9/2023,On Time,66.31
ORD3870,11/10/2023,On Time,74.92
ORD3871,11/11/2023,On Time,84.19
ORD3872,11/12/2023,On Time,66.83
ORD3873,11/13/2023,Late,108.17
ORD3874,11/14/2023,On Time,147.55
ORD3875,11/15/2023,On Time,126.15
ORD3876,11/16/2023,On Time,92.34
ORD3877,11/17/2023,On Time,50.45
ORD3878,11/18/2023,On Time,81.33
ORD3879,11/19/2023,On Time,102.68
ORD3880,11/20/2023,On Time,82.43
ORD3881,11/21/2023,On Time,61.1
ORD3882,11/22/2023,On Time,94.28
ORD3883,11/23/2023,On Time,75.33
ORD3884,11/24/2023,On Time,140.92
ORD3885,11/25/2023,On Time,60.18
ORD3886,11/26/2023,Late,54.92
ORD3887,11/27/2023,On Time,50.53
ORD3888,11/28/2023,On Time,82.81
ORD3889,11/29/2023,Late,116.04
ORD3890,11/30/2023,On Time,123.04
ORD3891,12/1/2023,On Time,95.33
ORD3892,12/2/2023,On Time,118.43
ORD3893,12/3/2023,On Time,85.99
ORD3894,12/4/2023,On Time,116.78
ORD3895,12/5/2023,On Time,54.06
ORD3896,12/6/2023,On Time,89.08
ORD3897,12/7/2023,On Time,129.08
ORD3898,12/8/2023,Late,130.3
ORD3899,12/9/2023,On Time,121.61
ORD3900,12/10/2023,On Time,70.42
ORD3901,12/11/2023,Late,74.72
ORD3902,12/12/2023,On Time,149.61
ORD3903,12/13/2023,Late,60.34
ORD3904,12/14/2023,On Time,68.07
ORD3905,12/15/2023,On Time,63
ORD3906,12/16/2023,On Time,82.77
ORD3907,12/17/2023,On Time,71.02
ORD3908,12/18/2023,On Time,99.77
ORD3909,12/19/2023,Late,97.6
ORD3910,12/20/2023,On Time,140.15
ORD3911,12/21/2023,On Time,53.47
ORD3912,12/22/2023,Late,81.99
ORD3913,12/23/2023,On Time,109.67
ORD3914,12/24/2023,On Time,110.48
ORD3915,12/25/2023,Late,98.01
ORD3916,12/26/2023,On Time,131.57
ORD3917,12/27/2023,On Time,56.27
ORD3918,12/28/2023,Late,131.55
ORD3919,12/29/2023,On Time,99.48
ORD3920,12/30/2023,On Time,63.38
ORD3921,12/31/2023,On Time,138.57
ORD3922,1/1/2023,On Time,114.92
ORD3923,1/2/2023,Late,66.35
ORD3924,1/3/2023,On Time,53.36
ORD3925,1/4/2023,On Time,64.11
ORD3926,1/5/2023,On Time,110.88
ORD3927,1/6/2023,On Time,67.93
ORD3928,1/7/2023,On Time,72.58
ORD3929,1/8/2023,Late,52.51
ORD3930,1/9/2023,On Time,122.29
ORD3931,1/10/2023,On Time,131.04
ORD3932,1/11/2023,On Time,129.68
ORD3933,1/12/2023,On Time,62.76
ORD3934,1/13/2023,On Time,140.33
ORD3935,1/14/2023,On Time,117.23
ORD3936,1/15/2023,On Time,139.75
ORD3937,1/16/2023,On Time,94.72
ORD3938,1/17/2023,On Time,93.7
ORD3939,1/18/2023,On Time,128.45
ORD3940,1/19/2023,On Time,59.33
ORD3941,1/20/2023,On Time,102.09
ORD3942,1/21/2023,Late,133.64
ORD3943,1/22/2023,On Time,133.02
ORD3944,1/23/2023,Late,145.61
ORD3945,1/24/2023,On Time,119.83
ORD3946,1/25/2023,On Time,70.78
ORD3947,1/26/2023,Late,52.03
ORD3948,1/27/2023,On Time,97.94
ORD3949,1/28/2023,Late,101.37
ORD3950,1/29/2023,On Time,74.03
ORD3951,1/30/2023,On Time,62.47
ORD3952,1/31/2023,On Time,108.62
ORD3953,2/1/2023,On Time,126.43
ORD3954,2/2/2023,On Time,149.32
ORD3955,2/3/2023,On Time,125.83
ORD3956,2/4/2023,On Time,129.36
ORD3957,2/5/2023,On Time,111.65
ORD3958,2/6/2023,On Time,148.59
ORD3959,2/7/2023,On Time,114
ORD3960,2/8/2023,Late,136.03
ORD3961,2/9/2023,On Time,144.58
ORD3962,2/10/2023,Late,142.99
ORD3963,2/11/2023,Late,88.14
ORD3964,2/12/2023,On Time,57.87
ORD3965,2/13/2023,On Time,67.19
ORD3966,2/14/2023,On Time,55.92
ORD3967,2/15/2023,On Time,60.54
ORD3968,2/16/2023,On Time,68.47
ORD3969,2/17/2023,On Time,84.11
ORD3970,2/18/2023,On Time,104.35
ORD3971,2/19/2023,On Time,121.17
ORD3972,2/20/2023,On Time,71.09
ORD3973,2/21/2023,On Time,117.25
ORD3974,2/22/2023,On Time,120.43
ORD3975,2/23/2023,On Time,105.86
ORD3976,2/24/2023,On Time,140.36
ORD3977,2/25/2023,On Time,61.1
ORD3978,2/26/2023,On Time,67.71
ORD3979,2/27/2023,On Time,92.87
ORD3980,2/28/2023,On Time,62.67
ORD3981,2/28/2023,On Time,106.63
ORD3982,3/1/2023,On Time,89.84
ORD3983,3/2/2023,On Time,78.46
ORD3984,3/3/2023,On Time,67
ORD3985,3/4/2023,On Time,83.53
ORD3986,3/5/2023,On Time,110.8
ORD3987,3/6/2023,On Time,107.58
ORD3988,3/7/2023,Late,66.36
ORD3989,3/8/2023,On Time,62.49
ORD3990,3/9/2023,On Time,52.67
ORD3991,3/10/2023,On Time,51.24
ORD3992,3/11/2023,On Time,137.98
ORD3993,3/12/2023,On Time,54.51
ORD3994,3/13/2023,On Time,123.12
ORD3995,3/14/2023,On Time,137.2
ORD3996,3/15/2023,On Time,59.81
ORD3997,3/16/2023,On Time,93.63
ORD3998,3/17/2023,Late,146.23
ORD3999,3/18/2023,Late,133.41
ORD4000,3/19/2023,On Time,98.97
ORD4001,3/20/2023,On Time,126.26
ORD4002,3/21/2023,On Time,133.34
ORD4003,3/22/2023,On Time,84.8
ORD4004,3/23/2023,On Time,139.22
ORD4005,3/24/2023,On Time,97.05
ORD4006,3/25/2023,On Time,102.78
ORD4007,3/26/2023,Late,149.97
ORD4008,3/27/2023,On Time,134.33
ORD4009,3/28/2023,On Time,86.18
ORD4010,3/29/2023,On Time,51.03
ORD4011,3/30/2023,On Time,112.62
ORD4012,3/31/2023,On Time,120.39
ORD4013,4/1/2023,On Time,115.08
ORD4014,4/2/2023,On Time,146.79
ORD4015,4/3/2023,Late,136.3
ORD4016,4/4/2023,On Time,94.88
ORD4017,4/5/2023,On Time,56.29
ORD4018,4/6/2023,On Time,97.61
ORD4019,4/7/2023,Late,118.92
ORD4020,4/8/2023,On Time,110.77
ORD4021,4/9/2023,On Time,103.81
ORD4022,4/10/2023,Late,96.88
ORD4023,4/11/2023,On Time,79.38
ORD4024,4/12/2023,Late,77.73
ORD4025,4/13/2023,On Time,100.02
ORD4026,4/14/2023,On Time,66.06
ORD4027,4/15/2023,On Time,84.07
ORD4028,4/16/2023,On Time,82.4
ORD4029,4/17/2023,On Time,108.71
ORD4030,4/18/2023,On Time,56.67
ORD4031,4/19/2023,On Time,132.97
ORD4032,4/20/2023,On Time,106.24
ORD4033,4/21/2023,Late,117.08
ORD4034,4/22/2023,Late,120.31
ORD4035,4/23/2023,On Time,79.15
ORD4036,4/24/2023,Late,97.04
ORD4037,4/25/2023,On Time,145.62
ORD4038,4/26/2023,On Time,126.67
ORD4039,4/27/2023,On Time,146.96
ORD4040,4/28/2023,On Time,124.63
ORD4041,4/29/2023,On Time,67.56
ORD4042,4/30/2023,On Time,56.45
ORD4043,5/1/2023,On Time,107.77
ORD4044,5/2/2023,On Time,85.78
ORD4045,5/3/2023,On Time,77.55
ORD4046,5/4/2023,Late,130.72
ORD4047,5/5/2023,On Time,86.7
ORD4048,5/6/2023,Late,81.7
ORD4049,5/7/2023,Late,135
ORD4050,5/8/2023,Late,134.63
ORD4051,5/9/2023,Late,85.64
ORD4052,5/10/2023,Late,133.25
ORD4053,5/11/2023,On Time,135.08
ORD4054,5/12/2023,On Time,92.39
ORD4055,5/13/2023,On Time,56.65
ORD4056,5/14/2023,On Time,50.16
ORD4057,5/15/2023,On Time,102.33
ORD4058,5/16/2023,On Time,84.41
ORD4059,5/17/2023,Late,149.71
ORD4060,5/18/2023,Late,127.24
ORD4061,5/19/2023,Late,126.13
ORD4062,5/20/2023,On Time,145.52
ORD4063,5/21/2023,On Time,138.77
ORD4064,5/22/2023,On Time,81.82
ORD4065,5/23/2023,On Time,66.6
ORD4066,5/24/2023,On Time,124.59
ORD4067,5/25/2023,On Time,87.83
ORD4068,5/26/2023,Late,97.32
ORD4069,5/27/2023,On Time,113.04
ORD4070,5/28/2023,On Time,140.79
ORD4071,5/29/2023,On Time,91.91
ORD4072,5/30/2023,On Time,128.33
ORD4073,5/31/2023,On Time,76.83
ORD4074,6/1/2023,Late,119.8
ORD4075,6/2/2023,On Time,50.16
ORD4076,6/3/2023,On Time,137.15
ORD4077,6/4/2023,On Time,53.04
ORD4078,6/5/2023,On Time,121.28
ORD4079,6/6/2023,On Time,54.63
ORD4080,6/7/2023,On Time,76.62
ORD4081,6/8/2023,On Time,99.72
ORD4082,6/9/2023,On Time,91.99
ORD4083,6/10/2023,On Time,69.18
ORD4084,6/11/2023,On Time,83.38
ORD4085,6/12/2023,Late,122.77
ORD4086,6/13/2023,On Time,116.93
ORD4087,6/14/2023,On Time,57.18
ORD4088,6/15/2023,On Time,124.73
ORD4089,6/16/2023,On Time,55.3
ORD4090,6/17/2023,On Time,104.29
ORD4091,6/18/2023,On Time,76.01
ORD4092,6/19/2023,On Time,108.77
ORD4093,6/20/2023,Late,76.13
ORD4094,6/21/2023,On Time,148.5
ORD4095,6/22/2023,Late,80.97
ORD4096,6/23/2023,On Time,74.2
ORD4097,6/24/2023,Late,77.85
ORD4098,6/25/2023,Late,139.65
ORD4099,6/26/2023,On Time,113.62
ORD4100,6/27/2023,Late,123.07
ORD4101,6/28/2023,On Time,141.8
ORD4102,6/29/2023,Late,141.19
ORD4103,6/30/2023,On Time,123.89
ORD4104,7/1/2023,On Time,69.78
ORD4105,7/2/2023,On Time,134.34
ORD4106,7/3/2023,Late,70.38
ORD4107,7/4/2023,On Time,124.29
ORD4108,7/5/2023,On Time,118.56
ORD4109,7/6/2023,On Time,125.89
ORD4110,7/7/2023,Late,103.27
ORD4111,7/8/2023,On Time,113.87
ORD4112,7/9/2023,On Time,145.33
ORD4113,7/10/2023,On Time,60.11
ORD4114,7/11/2023,On Time,80.88
ORD4115,7/12/2023,On Time,111.14
ORD4116,7/13/2023,Late,146.41
ORD4117,7/14/2023,On Time,59.56
ORD4118,7/15/2023,On Time,52.25
ORD4119,7/16/2023,On Time,55.57
ORD4120,7/17/2023,On Time,55.24
ORD4121,7/18/2023,On Time,140.78
ORD4122,7/19/2023,On Time,122.13
ORD4123,7/20/2023,On Time,117.71
ORD4124,7/21/2023,Late,102.26
ORD4125,7/22/2023,On Time,128.2
ORD4126,7/23/2023,Late,65.56
ORD4127,7/24/2023,Late,89.19
ORD4128,7/25/2023,On Time,99
ORD4129,7/26/2023,Late,61.04
ORD4130,7/27/2023,On Time,91.95
ORD4131,7/28/2023,On Time,81.65
ORD4132,7/29/2023,On Time,53.56
ORD4133,7/30/2023,On Time,63.67
ORD4134,7/31/2023,On Time,126.4
ORD4135,8/1/2023,On Time,51.8
ORD4136,8/2/2023,On Time,143.43
ORD4137,8/3/2023,On Time,58.64
ORD4138,8/4/2023,Late,129.92
ORD4139,8/5/2023,On Time,139.86
ORD4140,8/6/2023,On Time,144.11
ORD4141,8/7/2023,On Time,136.75
ORD4142,8/8/2023,On Time,78.76
ORD4143,8/9/2023,On Time,83.31
ORD4144,8/10/2023,Late,92.65
ORD4145,8/11/2023,On Time,63.93
ORD4146,8/12/2023,On Time,52.23
ORD4147,8/13/2023,Late,136.91
ORD4148,8/14/2023,Late,105.41
ORD4149,8/15/2023,On Time,110.87
ORD4150,8/16/2023,On Time,142.7
ORD4151,8/17/2023,On Time,116.51
ORD4152,8/18/2023,On Time,119.09
ORD4153,8/19/2023,On Time,128.7
ORD4154,8/20/2023,On Time,61.63
ORD4155,8/21/2023,Late,86.02
ORD4156,8/22/2023,On Time,146.82
ORD4157,8/23/2023,On Time,142.29
ORD4158,8/24/2023,On Time,138.41
ORD4159,8/25/2023,On Time,95.21
ORD4160,8/26/2023,On Time,135.72
ORD4161,8/27/2023,On Time,54.84
ORD4162,8/28/2023,Late,64.85
ORD4163,8/29/2023,On Time,91.4
ORD4164,8/30/2023,On Time,98.34
ORD4165,8/31/2023,On Time,76.35
ORD4166,9/1/2023,On Time,85.65
ORD4167,9/2/2023,On Time,66.28
ORD4168,9/3/2023,On Time,98.91
ORD4169,9/4/2023,On Time,129.38
ORD4170,9/5/2023,Late,116.14
ORD4171,9/6/2023,On Time,60.78
ORD4172,9/7/2023,On Time,98.76
ORD4173,9/8/2023,On Time,119.76
ORD4174,9/9/2023,Late,102.99
ORD4175,9/10/2023,On Time,89.17
ORD4176,9/11/2023,On Time,112.19
ORD4177,9/12/2023,On Time,146.86
ORD4178,9/13/2023,On Time,59.49
ORD4179,9/14/2023,On Time,89
ORD4180,9/15/2023,On Time,90.66
ORD4181,9/16/2023,On Time,107.7
ORD4182,9/17/2023,On Time,65.22
ORD4183,9/18/2023,Late,67.66
ORD4184,9/19/2023,On Time,78.54
ORD4185,9/20/2023,On Time,145.59
ORD4186,9/21/2023,On Time,123.41
ORD4187,9/22/2023,Late,116.17
ORD4188,9/23/2023,On Time,131.7
ORD4189,9/24/2023,Late,62.76
ORD4190,9/25/2023,On Time,135.93
ORD4191,9/26/2023,On Time,109.48
ORD4192,9/27/2023,Late,83.53
ORD4193,9/28/2023,On Time,131.59
ORD4194,9/29/2023,On Time,130.26
ORD4195,9/30/2023,Late,134.57
ORD4196,10/1/2023,On Time,61.55
ORD4197,10/2/2023,On Time,146.94
ORD4198,10/3/2023,On Time,145.96
ORD4199,10/4/2023,On Time,85.75
ORD4200,10/5/2023,On Time,56.59
ORD4201,10/6/2023,On Time,66.71
ORD4202,10/7/2023,On Time,149.28
ORD4203,10/8/2023,On Time,106.3
ORD4204,10/9/2023,On Time,85.66
ORD4205,10/10/2023,Late,78.82
ORD4206,10/11/2023,On Time,75.7
ORD4207,10/12/2023,Late,116.42
ORD4208,10/13/2023,On Time,91.94
ORD4209,10/14/2023,On Time,146.54
ORD4210,10/15/2023,On Time,118.38
ORD4211,10/16/2023,On Time,129.2
ORD4212,10/17/2023,On Time,79.27
ORD4213,10/18/2023,On Time,57.92
ORD4214,10/19/2023,On Time,98.78
ORD4215,10/20/2023,Late,81.46
ORD4216,10/21/2023,On Time,70.21
ORD4217,10/22/2023,On Time,145.26
ORD4218,10/23/2023,On Time,94.4
ORD4219,10/24/2023,On Time,67.47
ORD4220,10/25/2023,On Time,69.87
ORD4221,10/26/2023,On Time,78.07
ORD4222,10/27/2023,Late,149.93
ORD4223,10/28/2023,On Time,76.8
ORD4224,10/29/2023,On Time,82.88
ORD4225,10/30/2023,On Time,115.93
ORD4226,10/31/2023,On Time,79.4
ORD4227,11/1/2023,On Time,71.58
ORD4228,11/2/2023,On Time,65.86
ORD4229,11/3/2023,On Time,81.27
ORD4230,11/4/2023,On Time,60.59
ORD4231,11/5/2023,On Time,51.86
ORD4232,11/6/2023,On Time,130.46
ORD4233,11/7/2023,On Time,63.79
ORD4234,11/8/2023,On Time,127.6
ORD4235,11/9/2023,On Time,129.75
ORD4236,11/10/2023,Late,103.79
ORD4237,11/11/2023,Late,80.97
ORD4238,11/12/2023,Late,64.5
ORD4239,11/13/2023,On Time,123.68
ORD4240,11/14/2023,On Time,110.14
ORD4241,11/15/2023,On Time,115.55
ORD4242,11/16/2023,Late,50.87
ORD4243,11/17/2023,On Time,142.75
ORD4244,11/18/2023,Late,56.63
ORD4245,11/19/2023,Late,86.68
ORD4246,11/20/2023,On Time,90.27
ORD4247,11/21/2023,On Time,50.14
ORD4248,11/22/2023,On Time,99.71
ORD4249,11/23/2023,Late,125.28
ORD4250,11/24/2023,On Time,132.33
ORD4251,11/25/2023,Late,137.94
ORD4252,11/26/2023,On Time,98.77
ORD4253,11/27/2023,On Time,113.06
ORD4254,11/28/2023,Late,57.95
ORD4255,11/29/2023,On Time,98.8
ORD4256,11/30/2023,On Time,65.48
ORD4257,12/1/2023,On Time,86.96
ORD4258,12/2/2023,On Time,82.93
ORD4259,12/3/2023,On Time,92.35
ORD4260,12/4/2023,On Time,107.16
ORD4261,12/5/2023,Late,140.29
ORD4262,12/6/2023,Late,89.45
ORD4263,12/7/2023,On Time,148.11
ORD4264,12/8/2023,On Time,125.9
ORD4265,12/9/2023,On Time,101.15
ORD4266,12/10/2023,On Time,114.4
ORD4267,12/11/2023,Late,60.22
ORD4268,12/12/2023,On Time,134.45
ORD4269,12/13/2023,On Time,108.24
ORD4270,12/14/2023,On Time,148.61
ORD4271,12/15/2023,On Time,113.64
ORD4272,12/16/2023,On Time,133.41
ORD4273,12/17/2023,On Time,129.98
ORD4274,12/18/2023,On Time,84.55
ORD4275,12/19/2023,On Time,75.96
ORD4276,12/20/2023,On Time,93.05
ORD4277,12/21/2023,On Time,96.72
ORD4278,12/22/2023,On Time,74.01
ORD4279,12/23/2023,On Time,139.46
ORD4280,12/24/2023,On Time,104.25
ORD4281,12/25/2023,On Time,147.84
ORD4282,12/26/2023,On Time,131
ORD4283,12/27/2023,On Time,105.57
ORD4284,12/28/2023,Late,144.7
ORD4285,12/29/2023,Late,100.49
ORD4286,12/30/2023,On Time,138.71
ORD4287,12/31/2023,Late,85.81
ORD4288,1/1/2023,On Time,87.86
ORD4289,1/2/2023,On Time,91.81
ORD4290,1/3/2023,On Time,104.66
ORD4291,1/4/2023,On Time,105.35
ORD4292,1/5/2023,On Time,99.64
ORD4293,1/6/2023,On Time,80.6
ORD4294,1/7/2023,On Time,142.72
ORD4295,1/8/2023,On Time,108.86
ORD4296,1/9/2023,On Time,90.77
ORD4297,1/10/2023,Late,115.12
ORD4298,1/11/2023,On Time,126.8
ORD4299,1/12/2023,On Time,146.07
ORD4300,1/13/2023,On Time,99.95
ORD4301,1/14/2023,On Time,61.21
ORD4302,1/15/2023,On Time,94.08
ORD4303,1/16/2023,On Time,97.9
ORD4304,1/17/2023,On Time,139.7
ORD4305,1/18/2023,On Time,89.48
ORD4306,1/19/2023,On Time,145.33
ORD4307,1/20/2023,On Time,98.51
ORD4308,1/21/2023,On Time,147.38
ORD4309,1/22/2023,On Time,50.82
ORD4310,1/23/2023,On Time,139.88
ORD4311,1/24/2023,On Time,143.11
ORD4312,1/25/2023,Late,146.1
ORD4313,1/26/2023,Late,51.31
ORD4314,1/27/2023,Late,67.17
ORD4315,1/28/2023,On Time,115.38
ORD4316,1/29/2023,On Time,52.55
ORD4317,1/30/2023,On Time,56.36
ORD4318,1/31/2023,On Time,72.11
ORD4319,2/1/2023,On Time,101.24
ORD4320,2/2/2023,On Time,104.59
ORD4321,2/3/2023,Late,53.43
ORD4322,2/4/2023,On Time,67.04
ORD4323,2/5/2023,Late,99.97
ORD4324,2/6/2023,On Time,109.39
ORD4325,2/7/2023,On Time,64.84
ORD4326,2/8/2023,On Time,89.88
ORD4327,2/9/2023,On Time,140.44
ORD4328,2/10/2023,On Time,149.89
ORD4329,2/11/2023,On Time,148.72
ORD4330,2/12/2023,On Time,138.17
ORD4331,2/13/2023,On Time,89.47
ORD4332,2/14/2023,Late,118.66
ORD4333,2/15/2023,Late,91.66
ORD4334,2/16/2023,Late,114.85
ORD4335,2/17/2023,On Time,80.94
ORD4336,2/18/2023,On Time,110.62
ORD4337,2/19/2023,On Time,102.38
ORD4338,2/20/2023,On Time,52.45
ORD4339,2/21/2023,On Time,129.07
ORD4340,2/22/2023,On Time,51.19
ORD4341,2/23/2023,On Time,79.32
ORD4342,2/24/2023,On Time,50.59
ORD4343,2/25/2023,On Time,87.62
ORD4344,2/26/2023,On Time,56.32
ORD4345,2/27/2023,On Time,141.35
ORD4346,2/28/2023,On Time,91.57
ORD4347,3/1/2023,On Time,95.95
ORD4348,3/2/2023,On Time,84.99
ORD4349,3/3/2023,On Time,112.75
ORD4350,3/4/2023,On Time,128.44
ORD4351,3/5/2023,On Time,114.81
ORD4352,3/6/2023,On Time,124.82
ORD4353,3/7/2023,On Time,140.6
ORD4354,3/8/2023,On Time,136.35
ORD4355,3/9/2023,Late,117.41
ORD4356,3/10/2023,On Time,71.46
ORD4357,3/11/2023,On Time,113.77
ORD4358,3/12/2023,On Time,100.61
ORD4359,3/13/2023,On Time,121.72
